Date,Time,0
2021-05-21 00:00:00,07:55:00,1
2021-05-21 00:00:00,07:15:00,1
2021-05-21 00:00:00,06:45:00,1
2021-05-21 00:00:00,06:40:00,1
2021-05-20 00:00:00,10:00:00,1
2021-05-20 00:00:00,07:25:00,1
2021-05-20 00:00:00,06:50:00,1
2021-05-20 00:00:00,06:45:00,1
2021-05-20 00:00:00,06:00:00,1
2021-05-20 00:00:00,05:55:00,1
2021-05-20 00:00:00,05:35:00,1
2021-05-19 00:00:00,07:00:00,1
2021-05-19 00:00:00,06:45:00,1
2021-05-19 00:00:00,06:30:00,1
2021-05-19 00:00:00,05:45:00,1
2021-05-18 00:00:00,6:50am,1
2021-05-18 00:00:00,07:45:00,1
2021-05-18 00:00:00,05:45:00,1
2021-05-24 00:00:00,07:00:00,1
2021-05-25 00:00:00,05:55:00,1
2021-04-27 00:00:00,7:50am,1
2021-05-25 00:00:00,06:00:00,1
2021-06-06 00:00:00,05:20:00,1
2021-06-06 00:00:00,05:15:00,1
2021-06-04 00:00:00,08:00:00,1
2021-06-04 00:00:00,07:30:00,1
2021-06-03 00:00:00,06:10:00,1
2021-06-01 00:00:00,07:40:00,1
2021-06-01 00:00:00,07:00:00,1
2021-06-01 00:00:00,05:20:00,1
2021-05-31 00:00:00,07:06:00,1
2021-05-31 00:00:00,06:35:00,1
2021-05-31 00:00:00,06:10:00,1
2021-05-31 00:00:00,05:59:00,1
2021-05-27 00:00:00,06:10:00,1
2021-05-26 00:00:00,06:45:00,1
2021-05-26 00:00:00,06:00:00,1
2021-05-26 00:00:00,05:40:00,1
2021-05-26 00:00:00,05:15:00,1
2021-05-25 00:00:00,07:40:00,1
2021-05-25 00:00:00,07:35:00,1
2021-05-25 00:00:00,07:20:00,1
2021-05-25 00:00:00,06:35:00,1
2021-05-16 00:00:00,11:00:00,1
2021-05-16 00:00:00,07:50:00,1
2021-05-16 00:00:00,07:45:00,1
2021-05-16 00:00:00,07:10:00,1
2021-05-04 00:00:00,05:52:00,1
2021-05-03 00:00:00,7:30am,1
2021-05-03 00:00:00,7:15am,1
2021-05-03 00:00:00,6:05am,1
2021-05-03 00:00:00,07:30:00,1
2021-05-03 00:00:00,06:20:00,1
2021-05-03 00:00:00,05:50:00,1
2021-05-02 00:00:00,6:50am,1
2021-05-02 00:00:00,6:25am,1
2021-05-02 00:00:00,16:15:00,1
2021-05-02 00:00:00,16:00:00,1
2021-05-02 00:00:00,07:45:00,1
2021-05-02 00:00:00,07:35:00,1
2021-05-02 00:00:00,07:00:00,1
2021-05-02 00:00:00,06:05:00,1
2021-05-02 00:00:00,06:00:00,1
2021-05-02 00:00:00,05:55:00,1
2021-05-02 00:00:00,05:53:00,1
2021-04-30 00:00:00,07:00:00,1
2021-04-30 00:00:00,06:30:00,1
2021-04-29 00:00:00,06:40:00,1
2021-05-04 00:00:00,05:59:00,1
2021-05-06 00:00:00,05:30:00,1
2021-05-07 00:00:00,06:30:00,1
2021-05-14 00:00:00,6:40am,1
2021-05-16 00:00:00,07:00:00,1
2021-05-16 00:00:00,06:15:00,1
2021-05-15 00:00:00,07:50:00,1
2021-05-15 00:00:00,07:15:00,1
2021-05-15 00:00:00,06:20:00,1
2021-05-15 00:00:00,06:15:00,1
2021-05-14 00:00:00,7:25am,1
2021-05-14 00:00:00,7:10am,1
2021-05-14 00:00:00,6:50am,1
2021-05-14 00:00:00,6:30am,1
2021-05-07 00:00:00,07:00:00,1
2021-05-14 00:00:00,6:00am,1
2021-05-14 00:00:00,07:15:00,1
2021-05-14 00:00:00,06:00:00,1
2021-05-13 00:00:00,06:40:00,1
2021-05-13 00:00:00,06:10:00,1
2021-05-13 00:00:00,05:40:00,1
2021-05-12 00:00:00,06:00:00,1
2021-05-11 00:00:00,06:35:00,1
2021-05-07 00:00:00,07:30:00,1
2021-06-06 00:00:00,05:30:00,1
2021-06-06 00:00:00,05:50:00,1
2021-06-06 00:00:00,07:10:00,1
2021-09-30 00:00:00,07:30:00,1
2021-10-15 00:00:00,07:30:00,1
2021-10-15 00:00:00,07:15:00,1
2021-10-15 00:00:00,07:05:00,1
2021-10-15 00:00:00,06:45:00,1
2021-10-15 00:00:00,06:30:00,1
2021-10-14 00:00:00,07:05:00,1
2021-10-13 00:00:00,07:30:00,1
2021-10-13 00:00:00,07:00:00,1
2021-10-11 00:00:00,08:45:00,1
2021-10-11 00:00:00,08:05:00,1
2021-10-11 00:00:00,07:00:00,1
2021-10-08 00:00:00,07:45:00,1
2021-10-08 00:00:00,06:30:00,1
2021-10-06 00:00:00,07:10:00,1
2021-10-04 00:00:00,08:45:00,1
2021-10-03 00:00:00,09:20:00,1
2021-10-03 00:00:00,09:10:00,1
2021-10-03 00:00:00,09:00:00,1
2021-10-03 00:00:00,08:45:00,1
2021-10-01 00:00:00,08:00:00,1
2021-10-01 00:00:00,07:20:00,1
2021-10-16 00:00:00,09:45:00,1
2021-10-17 00:00:00,07:52:00,1
2021-10-18 00:00:00,07:00:00,1
2021-11-03 00:00:00,07:20:00,1
spring 2021,06:25:00,1
spring 2021,05:15:00,1
fall 2020,06:45:00,1
2021-11-27 00:00:00,07:41:00,1
2021-11-19 00:00:00,07:30:00,1
2021-11-15 00:00:00,07:35:00,1
2021-11-08 00:00:00,07:00:00,1
2021-11-05 00:00:00,07:30:00,1
2021-11-05 00:00:00,07:00:00,1
2021-11-01 00:00:00,07:00:00,1
2021-10-18 00:00:00,07:10:00,1
2021-10-23 00:00:00,07:30:00,1
2021-10-22 00:00:00,07:00:00,1
2021-10-19 00:00:00,07:00:00,1
2021-10-18 00:00:00,10:50:00,1
2021-10-18 00:00:00,10:25:00,1
2021-10-18 00:00:00,10:00:00,1
2021-10-18 00:00:00,09:50:00,1
2021-10-18 00:00:00,08:10:00,1
2021-10-18 00:00:00,07:30:00,1
2021-10-01 00:00:00,06:46:00,1
2021-09-26 00:00:00,07:15:00,1
2021-06-07 00:00:00,06:00:00,1
2021-09-24 00:00:00,07:30:00,1
2021-09-09 00:00:00,06:40:00,1
2021-09-08 00:00:00,07:00:00,1
2021-09-08 00:00:00,06:45:00,1
2021-09-08 00:00:00,05:45:00,1
2021-09-06 00:00:00,6:30am,1
2021-09-06 00:00:00,08:15:00,1
2021-09-06 00:00:00,07:16:00,1
2021-09-06 00:00:00,06:45:00,1
2021-09-05 00:00:00,14:00:00,1
2021-09-05 00:00:00,12:15:00,1
2021-09-05 00:00:00,11:15:00,1
2021-09-05 00:00:00,06:40:00,1
2021-09-05 00:00:00,06:15:00,1
2021-08-30 00:00:00,07:15:00,1
2021-08-27 00:00:00,07:00:00,1
2021-06-18 00:00:00,13:00:00,1
2021-06-10 00:00:00,05:20:00,1
2021-06-09 00:00:00,05:30:00,1
2021-06-08 00:00:00,07:35:00,1
2021-06-08 00:00:00,05:45:00,1
2021-06-07 00:00:00,06:40:00,1
2021-09-09 00:00:00,07:40:00,1
2021-09-09 00:00:00,07:45:00,1
2021-09-10 00:00:00,08:00:00,1
2021-09-22 00:00:00,08:00:00,1
2021-09-24 00:00:00,07:15:00,1
2021-09-24 00:00:00,06:40:00,1
2021-09-24 00:00:00,06:00:00,1
2021-09-24 00:00:00,05:48:00,1
2021-09-23 00:00:00,07:40:00,1
2021-09-23 00:00:00,07:30:00,1
2021-09-23 00:00:00,07:15:00,1
2021-09-23 00:00:00,06:40:00,1
2021-09-23 00:00:00,05:00:00,1
2021-09-20 00:00:00,06:20:00,1
2021-09-13 00:00:00,06:35:00,1
2021-09-19 00:00:00,10:50:00,1
2021-09-15 00:00:00,10:00:00,1
2021-09-15 00:00:00,06:30:00,1
2021-09-15 00:00:00,06:10:00,1
2021-09-13 00:00:00,09:00:00,1
2021-09-13 00:00:00,08:10:00,1
2021-09-13 00:00:00,08:00:00,1
2021-09-13 00:00:00,07:01:00,1
2021-09-13 00:00:00,06:40:00,1
2021-04-29 00:00:00,06:00:00,1
2021-04-27 00:00:00,7:00am,1
2020-05-11 00:00:00,10:15:00,1
2020-09-18 00:00:00,07:30:00,1
2019-05-22 00:00:00,05:20:00,1
2020-09-17 00:00:00,17:00:00,1
2020-09-17 00:00:00,07:21:00,1
2020-09-16 00:00:00,1pm,1
2020-09-16 00:00:00,17:30:00,1
2020-09-16 00:00:00,13:45:00,1
2020-09-14 00:00:00, 6:30am,1
2020-09-14 00:00:00,07:00:00,1
2020-09-14 00:00:00,06:20:00,1
2020-09-13 00:00:00,06:55:00,1
2020-09-13 00:00:00,06:30:00,1
2020-09-11 00:00:00,08:00:00,1
2020-09-11 00:00:00,07:30:00,1
2020-09-07 00:00:00,08:00:00,1
2020-09-07 00:00:00,07:25:00,1
2020-09-07 00:00:00,07:10:00,1
2020-09-07 00:00:00,06:55:00,1
2020-09-07 00:00:00,06:30:00,1
2020-09-05 00:00:00,6:20am,1
2020-09-05 00:00:00, 8:10am,1
2020-09-05 00:00:00,07:20:00,1
2020-09-18 00:00:00,07:00:00,1
2020-09-23 00:00:00,06:30:00,1
2021-04-27 00:00:00,6:50a,1
2020-09-23 00:00:00,06:50:00,1
2020-09-30 00:00:00,07:00:00,1
2020-09-30 00:00:00,06:45:00,1
2020-09-30 00:00:00,06:30:00,1
2020-09-29 00:00:00,7am,1
2020-09-29 00:00:00,09:00:00,1
2020-09-28 00:00:00,08:30:00,1
2020-09-28 00:00:00,07:30:00,1
2020-09-28 00:00:00,06:45:00,1
2020-09-26 00:00:00,07:15:00,1
2020-09-24 00:00:00,6:50am,1
2020-09-24 00:00:00,07:36:00,1
2020-09-24 00:00:00,07:30:00,1
2020-09-24 00:00:00,07:17:00,1
2020-09-24 00:00:00,07:12:00,1
2020-09-24 00:00:00,06:40:00,1
2020-09-24 00:00:00,06:37:00,1
2020-09-24 00:00:00,06:35:00,1
2020-09-24 00:00:00,06:27:00,1
2020-09-24 00:00:00,06:24:00,1
2020-09-24 00:00:00,06:15:00,1
2020-09-23 00:00:00,6:30a,1
2020-09-05 00:00:00,06:50:00,1
2020-09-04 00:00:00,7:45am,1
2020-09-04 00:00:00,7:25am,1
2020-09-04 00:00:00,6:15am,1
2020-05-22 00:00:00,07:45:00,1
2020-05-22 00:00:00,07:40:00,1
2020-05-22 00:00:00,07:28:00,1
2020-05-22 00:00:00,07:09:00,1
2020-05-22 00:00:00,06:54:00,1
2020-05-20 00:00:00,5:30am,1
2020-05-20 00:00:00,06:20:00,1
2020-05-20 00:00:00,06:10:00,1
2020-05-16 00:00:00,6:30am,1
2020-05-16 00:00:00, 5:15am,1
2020-05-15 00:00:00,7:18am,1
2020-05-15 00:00:00,11:00:00,1
2020-05-15 00:00:00,10:30:00,1
2020-05-15 00:00:00,10:20:00,1
2020-05-15 00:00:00,08:35:00,1
2020-05-13 00:00:00,6:05am,1
2020-05-13 00:00:00,5:15am,1
2020-05-13 00:00:00,08:00:00,1
2020-05-13 00:00:00,06:30:00,1
2020-05-13 00:00:00,05:55:00,1
2020-05-13 00:00:00,05:45:00,1
2020-05-22 00:00:00,07:55:00,1
2020-05-23 00:00:00,09:15:00,1
2020-05-24 00:00:00,5:45am,1
2020-08-29 00:00:00,08:40:00,1
2020-09-04 00:00:00,08:20:00,1
2020-09-04 00:00:00,06:45:00,1
2020-09-04 00:00:00,06:36:00,1
2020-09-04 00:00:00,06:27:00,1
2020-09-04 00:00:00,06:15:00,1
2020-09-04 00:00:00,06:00:00,1
2020-09-03 00:00:00,06:35:00,1
2020-09-02 00:00:00,07:30:00,1
2020-08-30 00:00:00,06:30:00,1
2020-06-07 00:00:00,07:50:00,1
2020-05-24 00:00:00,6:30am,1
2020-06-04 00:00:00,06:00:00,1
2020-06-04 00:00:00,05:20:00,1
2020-06-03 00:00:00,06:00:00,1
2020-05-31 00:00:00,06:45:00,1
2020-05-29 00:00:00,07:10:00,1
2020-05-28 00:00:00,07:30:00,1
2020-05-28 00:00:00,06:45:00,1
2020-05-28 00:00:00,06:40:00,1
2020-05-24 00:00:00,8:30am,1
2020-09-30 00:00:00,07:30:00,1
2020-10-01 00:00:00,06:25:00,1
2020-10-01 00:00:00,06:50:00,1
2020-10-25 00:00:00,07:35:00,1
2021-04-07 00:00:00,07:30:00,1
2021-04-07 00:00:00,06:40:00,1
2021-04-05 00:00:00,08:00:00,1
2021-04-01 00:00:00,07:10:00,1
2021-04-01 00:00:00,06:30:00,1
2021-03-30 00:00:00,06:35:00,1
2021-03-28 00:00:00,07:00:00,1
2021-03-27 00:00:00,07:10:00,1
2021-03-24 00:00:00,06:45:00,1
2020-11-09 00:00:00,07:05:00,1
2020-11-07 00:00:00,07:30:00,1
2020-11-06 00:00:00,11:30:00,1
2020-11-06 00:00:00,07:00:00,1
2020-11-05 00:00:00,06:35:00,1
2020-11-03 00:00:00,07:30:00,1
2020-11-03 00:00:00,07:10:00,1
2020-10-30 00:00:00,08:15:00,1
2020-10-30 00:00:00,08:00:00,1
2020-10-29 00:00:00,07:18:00,1
2020-10-29 00:00:00,06:50:00,1
2020-10-29 00:00:00,06:36:00,1
2021-04-07 00:00:00,07:45:00,1
2021-04-07 00:00:00,6:10am,1
2021-04-08 00:00:00,06:00:00,1
2021-04-23 00:00:00,08:40:00,1
2021-04-27 00:00:00,5:45am,1
2021-04-27 00:00:00,07:50:00,1
2021-04-27 00:00:00,06:55:00,1
2021-04-27 00:00:00,06:35:00,1
2021-04-27 00:00:00,06:10:00,1
2021-04-27 00:00:00,05:55:00,1
2021-04-27 00:00:00,05:35:00,1
2021-04-24 00:00:00,06:35:00,1
2021-04-24 00:00:00,06:05:00,1
2021-04-23 00:00:00,08:30:00,1
2021-04-09 00:00:00,06:30:00,1
2021-04-23 00:00:00,06:30:00,1
2021-04-21 00:00:00,06:00:00,1
2021-04-20 00:00:00,06:20:00,1
2021-04-20 00:00:00,05:50:00,1
2021-04-19 00:00:00,06:07:00,1
2021-04-18 00:00:00,07:40:00,1
2021-04-15 00:00:00,06:05:00,1
2021-04-09 00:00:00,07:00:00,1
2021-04-09 00:00:00,06:45:00,1
2020-10-26 00:00:00,07:30:00,1
2020-10-24 00:00:00,10:05:00,1
2020-10-01 00:00:00,6:47am,1
2020-10-24 00:00:00,10:00:00,1
2020-10-08 00:00:00,07:14:00,1
2020-10-08 00:00:00,07:07:00,1
2020-10-08 00:00:00,06:54:00,1
2020-10-08 00:00:00,06:49:00,1
2020-10-07 00:00:00,16:30:00,1
2020-10-07 00:00:00,07:16:00,1
2020-10-07 00:00:00,07:00:00,1
2020-10-06 00:00:00,7am,1
2020-10-04 00:00:00,08:00:00,1
2020-10-03 00:00:00,7:30am,1
2020-10-03 00:00:00,07:00:00,1
2020-10-02 00:00:00,8:40am,1
2020-10-02 00:00:00,7am,1
2020-10-02 00:00:00,08:45:00,1
2020-10-02 00:00:00,08:30:00,1
2020-10-02 00:00:00,08:10:00,1
2020-10-02 00:00:00,08:00:00,1
2020-10-02 00:00:00,07:15:00,1
2020-10-02 00:00:00,06:45:00,1
2020-10-01 00:00:00,7:35am,1
2020-10-01 00:00:00,7:30am,1
2020-10-08 00:00:00,07:40:00,1
2020-10-09 00:00:00,07:10:00,1
2020-10-09 00:00:00,08:00:00,1
2020-10-19 00:00:00,07:20:00,1
2020-10-24 00:00:00,09:45:00,1
2020-10-24 00:00:00,08:10:00,1
2020-10-22 00:00:00,8am,1
2020-10-21 00:00:00,06:55:00,1
2020-10-20 00:00:00,14:00:00,1
2020-10-19 00:00:00,9:10am,1
2020-10-19 00:00:00,7:25am,1
2020-10-19 00:00:00,08:30:00,1
2020-10-19 00:00:00,07:30:00,1
2020-10-16 00:00:00, 8:30am,1
2020-10-11 00:00:00,07:35:00,1
2020-10-16 00:00:00,08:30:00,1
2020-10-16 00:00:00,08:00:00,1
2020-10-16 00:00:00,07:30:00,1
2020-10-16 00:00:00,07:00:00,1
2020-10-14 00:00:00,07:25:00,1
2020-10-14 00:00:00,07:10:00,1
2020-10-14 00:00:00,06:15:00,1
2020-10-12 00:00:00,06:30:00,1
2020-10-11 00:00:00,08:15:00,1
2019-05-22 00:00:00,08:30:00,1
2019-05-15 00:00:00,06:04:00,1
2019-05-22 00:00:00,05:00:00,1
2018-05-05 00:00:00,08:20:00,1
2018-05-05 00:00:00,07:10:00,1
2018-05-05 00:00:00,06:00:00,1
2018-05-05 00:00:00,05:58:00,1
2018-05-05 00:00:00,05:45:00,1
2018-05-05 00:00:00,05:35:00,1
2018-05-04 00:00:00,09:46:00,1
2018-05-04 00:00:00,09:00:00,1
2018-05-04 00:00:00,08:45:00,1
2018-05-04 00:00:00,08:28:00,1
2018-05-04 00:00:00,08:15:00,1
2018-05-04 00:00:00,08:00:00,1
2018-05-04 00:00:00,07:50:00,1
2018-05-04 00:00:00,07:30:00,1
2018-05-04 00:00:00,07:20:00,1
2018-05-04 00:00:00,07:15:00,1
2018-05-04 00:00:00,06:46:00,1
2018-05-04 00:00:00,06:35:00,1
2018-05-04 00:00:00,06:25:00,1
2018-05-04 00:00:00,06:22:00,1
2018-05-04 00:00:00,06:15:00,1
2018-05-04 00:00:00,06:05:00,1
2018-05-05 00:00:00,07:45:00,1
2018-05-05 00:00:00,08:30:00,1
2018-05-03 00:00:00,11:00:00,1
2018-05-05 00:00:00,08:45:00,1
2018-05-10 00:00:00,07:22:00,1
2018-05-10 00:00:00,06:40:00,1
2018-05-10 00:00:00,06:20:00,1
2018-05-10 00:00:00,06:15:00,1
2018-05-10 00:00:00,06:10:00,1
2018-05-10 00:00:00,05:25:00,1
2018-05-09 00:00:00,08:45:00,1
2018-05-09 00:00:00,08:15:00,1
2018-05-09 00:00:00,08:10:00,1
2018-05-09 00:00:00,07:20:00,1
2018-05-09 00:00:00,06:00:00,1
2018-05-09 00:00:00,05:30:00,1
2018-05-09 00:00:00,05:00:00,1
2018-05-07 00:00:00,08:00:00,1
2018-05-07 00:00:00,06:40:00,1
2018-05-07 00:00:00,06:10:00,1
2018-05-06 00:00:00,07:20:00,1
2018-05-06 00:00:00,06:00:00,1
2018-05-06 00:00:00,05:55:00,1
2018-05-05 00:00:00,09:00:00,1
2018-05-05 00:00:00,08:55:00,1
2018-05-04 00:00:00,05:35:00,1
2018-05-03 00:00:00,09:37:00,1
2018-08-29 00:00:00,06:15:00,1
2018-05-02 00:00:00,07:36:00,1
2018-05-02 00:00:00,07:30:00,1
2018-05-02 00:00:00,07:26:00,1
2018-05-02 00:00:00,07:21:00,1
2018-05-02 00:00:00,06:57:00,1
2018-05-02 00:00:00,06:49:00,1
2018-05-02 00:00:00,06:10:00,1
2018-05-02 00:00:00,05:49:00,1
2018-05-02 00:00:00,05:22:00,1
2018-05-02 00:00:00,05:20:00,1
2018-05-01 00:00:00,08:45:00,1
2018-05-01 00:00:00,08:15:00,1
2018-05-01 00:00:00,08:11:00,1
2018-05-01 00:00:00,08:10:00,1
2018-05-01 00:00:00,08:00:00,1
2018-05-01 00:00:00,07:30:00,1
2018-05-01 00:00:00,07:20:00,1
2018-05-01 00:00:00,07:10:00,1
2018-05-01 00:00:00,07:00:00,1
2018-05-01 00:00:00,06:45:00,1
2018-05-01 00:00:00,06:15:00,1
2018-05-01 00:00:00,06:10:00,1
2018-05-02 00:00:00,07:33:00,1
2018-05-02 00:00:00,07:38:00,1
2018-05-03 00:00:00,09:15:00,1
2018-05-02 00:00:00,07:39:00,1
2018-05-03 00:00:00,09:14:00,1
2018-05-03 00:00:00,09:08:00,1
2018-05-03 00:00:00,08:08:00,1
2018-05-03 00:00:00,07:41:00,1
2018-05-03 00:00:00,06:30:00,1
2018-05-03 00:00:00,06:02:00,1
2018-05-03 00:00:00,06:00:00,1
2018-05-03 00:00:00,05:41:00,1
2018-05-03 00:00:00,05:33:00,1
2018-05-03 00:00:00,05:30:00,1
2018-05-03 00:00:00,05:25:00,1
2018-05-03 00:00:00,05:05:00,1
2018-05-02 00:00:00,09:35:00,1
2018-05-02 00:00:00,08:10:00,1
2018-05-02 00:00:00,08:09:00,1
2018-05-02 00:00:00,08:05:00,1
2018-05-02 00:00:00,08:02:00,1
2018-05-02 00:00:00,07:59:00,1
2018-05-02 00:00:00,07:57:00,1
2018-05-02 00:00:00,07:56:00,1
2018-05-02 00:00:00,07:55:00,1
2018-05-10 00:00:00,07:32:00,1
2018-05-10 00:00:00,07:57:00,1
2018-05-10 00:00:00,08:15:00,1
2018-05-25 00:00:00,06:25:00,1
2018-05-25 00:00:00,06:15:00,1
2018-05-25 00:00:00,06:00:00,1
2018-05-25 00:00:00,05:00:00,1
2018-05-24 00:00:00,06:35:00,1
2018-05-24 00:00:00,06:30:00,1
2018-05-24 00:00:00,06:27:00,1
2018-05-24 00:00:00,05:10:00,1
2018-05-23 00:00:00,16:00:00,1
2018-05-23 00:00:00,08:45:00,1
2018-05-23 00:00:00,08:40:00,1
2018-05-23 00:00:00,08:10:00,1
2018-05-23 00:00:00,07:58:00,1
2018-05-23 00:00:00,07:15:00,1
2018-05-23 00:00:00,06:20:00,1
2018-05-23 00:00:00,05:50:00,1
2018-05-23 00:00:00,05:45:00,1
2018-05-23 00:00:00,05:05:00,1
2018-05-22 00:00:00,08:45:00,1
2018-05-22 00:00:00,08:35:00,1
2018-05-22 00:00:00,07:30:00,1
2018-05-22 00:00:00,07:25:00,1
2018-05-25 00:00:00,06:20:00,1
2018-05-25 00:00:00,07:31:00,1
2018-05-10 00:00:00,08:55:00,1
2018-05-26 00:00:00,06:09:00,1
2018-08-27 00:00:00,06:30:00,1
2018-08-26 00:00:00,07:30:00,1
2018-08-26 00:00:00,07:10:00,1
2018-08-24 00:00:00,07:38:00,1
2018-08-22 00:00:00,09:10:00,1
2018-08-21 00:00:00,06:05:00,1
2018-08-21 00:00:00,05:50:00,1
2018-07-02 00:00:00,07:00:00,1
2018-06-05 00:00:00,07:45:00,1
2018-06-05 00:00:00,05:30:00,1
2018-06-05 00:00:00,05:00:00,1
2018-06-04 00:00:00,07:25:00,1
2018-06-03 00:00:00,07:55:00,1
2018-06-01 00:00:00,07:15:00,1
2018-05-31 00:00:00,06:25:00,1
2018-05-31 00:00:00,06:20:00,1
2018-05-31 00:00:00,05:20:00,1
2018-05-31 00:00:00,05:15:00,1
2018-05-29 00:00:00,06:20:00,1
2018-05-29 00:00:00,05:45:00,1
2018-05-26 00:00:00,06:15:00,1
2018-05-22 00:00:00,07:20:00,1
2018-05-22 00:00:00,07:10:00,1
2018-05-22 00:00:00,06:35:00,1
2018-05-22 00:00:00,06:05:00,1
2018-05-16 00:00:00,05:15:00,1
2018-05-15 00:00:00,07:00:00,1
2018-05-15 00:00:00,06:45:00,1
2018-05-15 00:00:00,06:35:00,1
2018-05-15 00:00:00,06:25:00,1
2018-05-15 00:00:00,06:10:00,1
2018-05-14 00:00:00,08:40:00,1
2018-05-14 00:00:00,08:15:00,1
2018-05-14 00:00:00,07:50:00,1
2018-05-14 00:00:00,07:25:00,1
2018-05-14 00:00:00,06:45:00,1
2018-05-14 00:00:00,06:10:00,1
2018-05-14 00:00:00,05:50:00,1
2018-05-14 00:00:00,05:40:00,1
2018-05-14 00:00:00,05:15:00,1
2018-05-13 00:00:00,07:55:00,1
2018-05-13 00:00:00,07:20:00,1
2018-05-12 00:00:00,08:05:00,1
2018-05-11 00:00:00,08:50:00,1
2018-05-11 00:00:00,07:42:00,1
2018-05-10 00:00:00,09:20:00,1
2018-05-16 00:00:00,05:20:00,1
2018-05-16 00:00:00,06:00:00,1
2018-05-16 00:00:00,06:45:00,1
2018-05-19 00:00:00,07:40:00,1
2018-05-22 00:00:00,05:45:00,1
2018-05-22 00:00:00,05:35:00,1
2018-05-22 00:00:00,05:22:00,1
2018-05-22 00:00:00,04:55:00,1
2018-05-21 00:00:00,07:35:00,1
2018-05-21 00:00:00,06:30:00,1
2018-05-20 00:00:00,08:00:00,1
2018-05-20 00:00:00,07:40:00,1
2018-05-20 00:00:00,06:00:00,1
2018-05-19 00:00:00,06:00:00,1
2018-05-17 00:00:00,05:00:00,1
2018-05-18 00:00:00,08:45:00,1
2018-05-18 00:00:00,08:44:00,1
2018-05-18 00:00:00,08:05:00,1
2018-05-18 00:00:00,07:40:00,1
2018-05-18 00:00:00,07:20:00,1
2018-05-18 00:00:00,06:00:00,1
2018-05-17 00:00:00,07:55:00,1
2018-05-17 00:00:00,06:30:00,1
2018-05-17 00:00:00,06:00:00,1
2018-05-01 00:00:00,05:55:00,1
2018-05-01 00:00:00,05:30:00,1
2018-05-01 00:00:00,05:25:00,1
2017-10-05 00:00:00,08:00:00,1
2017-10-05 00:00:00,07:46:00,1
2017-10-05 00:00:00,07:42:00,1
